Loading miniconda version 22.11.1-1
Sequential(
  (0): Linear(in_features=3, out_features=32, bias=True)
  (1): GELU(approximate='none')
  (2): Linear(in_features=32, out_features=32, bias=True)
  (3): GELU(approximate='none')
  (4): Linear(in_features=32, out_features=32, bias=True)
  (5): GELU(approximate='none')
  (6): Linear(in_features=32, out_features=32, bias=True)
  (7): GELU(approximate='none')
  (8): Linear(in_features=32, out_features=32, bias=True)
  (9): GELU(approximate='none')
  (10): Linear(in_features=32, out_features=32, bias=True)
  (11): GELU(approximate='none')
  (12): Linear(in_features=32, out_features=32, bias=True)
  (13): GELU(approximate='none')
  (14): Linear(in_features=32, out_features=2, bias=True)
)
tensor(5.0159, grad_fn=<MeanBackward1>) 0
tensor(1.7083, grad_fn=<MeanBackward1>) 24300
tensor(1.5270, grad_fn=<MeanBackward1>) 24400
tensor(1.6302, grad_fn=<MeanBackward1>) 24500
tensor(2.2768, grad_fn=<MeanBackward1>) 24600
tensor(3.5270, grad_fn=<MeanBackward1>) 24700
tensor(1.2967, grad_fn=<MeanBackward1>) 24800
tensor(1.1424, grad_fn=<MeanBackward1>) 24900
tensor(1.0782, grad_fn=<MeanBackward1>) 25000
tensor(3.7925, grad_fn=<MeanBackward1>) 25100
tensor(2.7746, grad_fn=<MeanBackward1>) 25200
tensor(1.0629, grad_fn=<MeanBackward1>) 25300
tensor(1.5292, grad_fn=<MeanBackward1>) 25400
tensor(2.2670, grad_fn=<MeanBackward1>) 25500
tensor(2.2382, grad_fn=<MeanBackward1>) 25600
tensor(1.4235, grad_fn=<MeanBackward1>) 25700
tensor(3.7789, grad_fn=<MeanBackward1>) 25800
tensor(1.7768, grad_fn=<MeanBackward1>) 25900
tensor(1.6621, grad_fn=<MeanBackward1>) 26000
tensor(1.4960, grad_fn=<MeanBackward1>) 26100
tensor(2.3006, grad_fn=<MeanBackward1>) 26200
tensor(1.1430, grad_fn=<MeanBackward1>) 26300
tensor(2.7897, grad_fn=<MeanBackward1>) 26400
tensor(2.0911, grad_fn=<MeanBackward1>) 26500
tensor(1.2826, grad_fn=<MeanBackward1>) 26600
tensor(2.5449, grad_fn=<MeanBackward1>) 26700
tensor(1.3530, grad_fn=<MeanBackward1>) 26800
tensor(1.8111, grad_fn=<MeanBackward1>) 26900
tensor(1.3601, grad_fn=<MeanBackward1>) 27000
tensor(2.6187, grad_fn=<MeanBackward1>) 27100
tensor(2.4362, grad_fn=<MeanBackward1>) 27200
tensor(1.5080, grad_fn=<MeanBackward1>) 27300
tensor(3.4268, grad_fn=<MeanBackward1>) 27400
tensor(1.2981, grad_fn=<MeanBackward1>) 27500
tensor(0.9596, grad_fn=<MeanBackward1>) 27600
tensor(2.1724, grad_fn=<MeanBackward1>) 27700
tensor(2.1707, grad_fn=<MeanBackward1>) 27800
tensor(3.1657, grad_fn=<MeanBackward1>) 27900
tensor(7.8201, grad_fn=<MeanBackward1>) 28000
tensor(1.8449, grad_fn=<MeanBackward1>) 28100
tensor(2.0081, grad_fn=<MeanBackward1>) 28200
tensor(1.0289, grad_fn=<MeanBackward1>) 28300
tensor(2.0677, grad_fn=<MeanBackward1>) 28400
tensor(1.3027, grad_fn=<MeanBackward1>) 28500
tensor(2.9496, grad_fn=<MeanBackward1>) 28600
tensor(4.3492, grad_fn=<MeanBackward1>) 28700
tensor(1.2287, grad_fn=<MeanBackward1>) 28800
tensor(1.4131, grad_fn=<MeanBackward1>) 28900
tensor(2.2856, grad_fn=<MeanBackward1>) 29000
tensor(2.7582, grad_fn=<MeanBackward1>) 29100
tensor(2.1123, grad_fn=<MeanBackward1>) 29200
tensor(0.9462, grad_fn=<MeanBackward1>) 29300
tensor(2.1044, grad_fn=<MeanBackward1>) 29400
tensor(1.1063, grad_fn=<MeanBackward1>) 29500
tensor(2.8629, grad_fn=<MeanBackward1>) 29600
tensor(4.4391, grad_fn=<MeanBackward1>) 29700
tensor(1.8724, grad_fn=<MeanBackward1>) 29800
tensor(3.8201, grad_fn=<MeanBackward1>) 29900
tensor(1.4646, grad_fn=<MeanBackward1>) 30000
tensor(4.1627, grad_fn=<MeanBackward1>) 30100
tensor(5.6079, grad_fn=<MeanBackward1>) 30200
tensor(1.1185, grad_fn=<MeanBackward1>) 30300
tensor(1.7364, grad_fn=<MeanBackward1>) 30400
tensor(1.3583, grad_fn=<MeanBackward1>) 30500
tensor(1.2391, grad_fn=<MeanBackward1>) 30600
tensor(1.9002, grad_fn=<MeanBackward1>) 30700
tensor(2.6031, grad_fn=<MeanBackward1>) 30800
tensor(1.8010, grad_fn=<MeanBackward1>) 30900
tensor(1.5792, grad_fn=<MeanBackward1>) 31000
tensor(3.0323, grad_fn=<MeanBackward1>) 31100
tensor(1.8973, grad_fn=<MeanBackward1>) 31200
tensor(2.1179, grad_fn=<MeanBackward1>) 31300
tensor(1.4409, grad_fn=<MeanBackward1>) 31400
tensor(1.3580, grad_fn=<MeanBackward1>) 31500
tensor(1.6831, grad_fn=<MeanBackward1>) 31600
tensor(1.3574, grad_fn=<MeanBackward1>) 31700
tensor(1.3086, grad_fn=<MeanBackward1>) 31800
tensor(1.1652, grad_fn=<MeanBackward1>) 31900
tensor(1.6303, grad_fn=<MeanBackward1>) 32000
tensor(1.8417, grad_fn=<MeanBackward1>) 32100
tensor(2.5078, grad_fn=<MeanBackward1>) 32200
tensor(0.7951, grad_fn=<MeanBackward1>) 32300
tensor(1.3905, grad_fn=<MeanBackward1>) 32400
tensor(1.7337, grad_fn=<MeanBackward1>) 32500
tensor(1.2610, grad_fn=<MeanBackward1>) 32600
tensor(1.0985, grad_fn=<MeanBackward1>) 32700
tensor(4.1520, grad_fn=<MeanBackward1>) 32800
tensor(1.6368, grad_fn=<MeanBackward1>) 32900
tensor(2.2964, grad_fn=<MeanBackward1>) 33000
tensor(3.1217, grad_fn=<MeanBackward1>) 33100
tensor(3.1492, grad_fn=<MeanBackward1>) 33200
tensor(1.4969, grad_fn=<MeanBackward1>) 33300
tensor(2.3979, grad_fn=<MeanBackward1>) 33400
tensor(6.6726, grad_fn=<MeanBackward1>) 33500
tensor(4.9691, grad_fn=<MeanBackward1>) 33600
tensor(2.2300, grad_fn=<MeanBackward1>) 33700
tensor(1.6468, grad_fn=<MeanBackward1>) 33800
tensor(1.3697, grad_fn=<MeanBackward1>) 33900
tensor(1.3359, grad_fn=<MeanBackward1>) 34000
tensor(3.7327, grad_fn=<MeanBackward1>) 34100
tensor(1.7197, grad_fn=<MeanBackward1>) 34200
tensor(1.7747, grad_fn=<MeanBackward1>) 34300
tensor(1.0609, grad_fn=<MeanBackward1>) 34400
tensor(1.5941, grad_fn=<MeanBackward1>) 34500
tensor(1.5405, grad_fn=<MeanBackward1>) 34600
tensor(0.9129, grad_fn=<MeanBackward1>) 34700
tensor(2.4764, grad_fn=<MeanBackward1>) 34800
tensor(1.1956, grad_fn=<MeanBackward1>) 34900
tensor(1.2376, grad_fn=<MeanBackward1>) 35000
tensor(1.8582, grad_fn=<MeanBackward1>) 35100
tensor(1.1990, grad_fn=<MeanBackward1>) 35200
tensor(2.7044, grad_fn=<MeanBackward1>) 35300
tensor(2.5772, grad_fn=<MeanBackward1>) 35400
tensor(1.4436, grad_fn=<MeanBackward1>) 35500
tensor(1.6352, grad_fn=<MeanBackward1>) 35600
tensor(1.3596, grad_fn=<MeanBackward1>) 35700
tensor(1.1348, grad_fn=<MeanBackward1>) 35800
tensor(1.4646, grad_fn=<MeanBackward1>) 35900
tensor(1.5250, grad_fn=<MeanBackward1>) 36000
tensor(6.7756, grad_fn=<MeanBackward1>) 36100
tensor(1.3924, grad_fn=<MeanBackward1>) 36200
tensor(1.6453, grad_fn=<MeanBackward1>) 36300
tensor(1.2398, grad_fn=<MeanBackward1>) 36400
tensor(2.2811, grad_fn=<MeanBackward1>) 36500
tensor(2.0520, grad_fn=<MeanBackward1>) 36600
tensor(1.3777, grad_fn=<MeanBackward1>) 36700
tensor(1.2158, grad_fn=<MeanBackward1>) 36800
tensor(1.0773, grad_fn=<MeanBackward1>) 36900
tensor(2.3107, grad_fn=<MeanBackward1>) 37000
tensor(2.8998, grad_fn=<MeanBackward1>) 37100
tensor(1.2599, grad_fn=<MeanBackward1>) 37200
tensor(2.6779, grad_fn=<MeanBackward1>) 37300
tensor(0.9550, grad_fn=<MeanBackward1>) 37400
tensor(1.8252, grad_fn=<MeanBackward1>) 37500
tensor(0.9514, grad_fn=<MeanBackward1>) 37600
tensor(2.7549, grad_fn=<MeanBackward1>) 37700
tensor(2.2388, grad_fn=<MeanBackward1>) 37800
tensor(1.3447, grad_fn=<MeanBackward1>) 37900
tensor(1.1192, grad_fn=<MeanBackward1>) 38000
tensor(1.1504, grad_fn=<MeanBackward1>) 38100
tensor(1.4389, grad_fn=<MeanBackward1>) 38200
tensor(2.0755, grad_fn=<MeanBackward1>) 38300
tensor(1.1104, grad_fn=<MeanBackward1>) 38400
tensor(1.6682, grad_fn=<MeanBackward1>) 38500
tensor(1.2418, grad_fn=<MeanBackward1>) 38600
tensor(6.0371, grad_fn=<MeanBackward1>) 38700
tensor(1.3643, grad_fn=<MeanBackward1>) 38800
tensor(3.8385, grad_fn=<MeanBackward1>) 38900
tensor(2.2035, grad_fn=<MeanBackward1>) 39000
tensor(4.0979, grad_fn=<MeanBackward1>) 39100
tensor(1.8544, grad_fn=<MeanBackward1>) 39200
tensor(3.0243, grad_fn=<MeanBackward1>) 39300
tensor(3.1214, grad_fn=<MeanBackward1>) 39400
tensor(2.3292, grad_fn=<MeanBackward1>) 39500
tensor(1.4414, grad_fn=<MeanBackward1>) 39600
tensor(3.3018, grad_fn=<MeanBackward1>) 39700
tensor(1.3515, grad_fn=<MeanBackward1>) 39800
tensor(2.2125, grad_fn=<MeanBackward1>) 39900
tensor(1.6018, grad_fn=<MeanBackward1>) 40000
tensor(0.8419, grad_fn=<MeanBackward1>) 40100
tensor(4.1477, grad_fn=<MeanBackward1>) 40200
tensor(2.5133, grad_fn=<MeanBackward1>) 40300
tensor(1.4970, grad_fn=<MeanBackward1>) 40400
tensor(1.2366, grad_fn=<MeanBackward1>) 40500
tensor(7.3647, grad_fn=<MeanBackward1>) 40600
tensor(1.2629, grad_fn=<MeanBackward1>) 40700
tensor(2.5480, grad_fn=<MeanBackward1>) 40800
tensor(1.2807, grad_fn=<MeanBackward1>) 40900
tensor(1.0559, grad_fn=<MeanBackward1>) 41000
tensor(2.0424, grad_fn=<MeanBackward1>) 41100
tensor(1.1007, grad_fn=<MeanBackward1>) 41200
tensor(2.1892, grad_fn=<MeanBackward1>) 41300
tensor(1.8546, grad_fn=<MeanBackward1>) 41400
tensor(1.7126, grad_fn=<MeanBackward1>) 41500
tensor(2.1031, grad_fn=<MeanBackward1>) 41600
tensor(5.7368, grad_fn=<MeanBackward1>) 41700
tensor(2.2239, grad_fn=<MeanBackward1>) 41800
tensor(1.0781, grad_fn=<MeanBackward1>) 41900
tensor(1.2280, grad_fn=<MeanBackward1>) 42000
tensor(1.9572, grad_fn=<MeanBackward1>) 42100
tensor(1.2126, grad_fn=<MeanBackward1>) 42200
tensor(2.0093, grad_fn=<MeanBackward1>) 42300
tensor(1.7650, grad_fn=<MeanBackward1>) 42400
tensor(1.2864, grad_fn=<MeanBackward1>) 42500
tensor(4.4844, grad_fn=<MeanBackward1>) 42600
tensor(7.9741, grad_fn=<MeanBackward1>) 42700
tensor(2.3305, grad_fn=<MeanBackward1>) 42800
tensor(1.4326, grad_fn=<MeanBackward1>) 42900
tensor(2.0760, grad_fn=<MeanBackward1>) 43000
tensor(1.7909, grad_fn=<MeanBackward1>) 43100
tensor(2.1134, grad_fn=<MeanBackward1>) 43200
tensor(3.3056, grad_fn=<MeanBackward1>) 43300
tensor(2.1070, grad_fn=<MeanBackward1>) 43400
tensor(1.1102, grad_fn=<MeanBackward1>) 43500
tensor(0.8094, grad_fn=<MeanBackward1>) 43600
tensor(4.2221, grad_fn=<MeanBackward1>) 43700
tensor(3.6166, grad_fn=<MeanBackward1>) 43800
tensor(5.9564, grad_fn=<MeanBackward1>) 43900
tensor(1.8136, grad_fn=<MeanBackward1>) 44000
tensor(1.7471, grad_fn=<MeanBackward1>) 44100
tensor(1.6590, grad_fn=<MeanBackward1>) 44200
tensor(1.2729, grad_fn=<MeanBackward1>) 44300
tensor(1.8071, grad_fn=<MeanBackward1>) 44400
tensor(2.1882, grad_fn=<MeanBackward1>) 44500
tensor(1.9329, grad_fn=<MeanBackward1>) 44600
tensor(1.9156, grad_fn=<MeanBackward1>) 44700
tensor(1.0233, grad_fn=<MeanBackward1>) 44800
tensor(1.8095, grad_fn=<MeanBackward1>) 44900
tensor(1.0844, grad_fn=<MeanBackward1>) 45000
tensor(0.8972, grad_fn=<MeanBackward1>) 45100
tensor(1.1772, grad_fn=<MeanBackward1>) 45200
tensor(1.2257, grad_fn=<MeanBackward1>) 45300
tensor(1.4353, grad_fn=<MeanBackward1>) 45400
tensor(1.2463, grad_fn=<MeanBackward1>) 45500
tensor(2.4423, grad_fn=<MeanBackward1>) 45600
tensor(1.0726, grad_fn=<MeanBackward1>) 45700
tensor(1.4550, grad_fn=<MeanBackward1>) 45800
tensor(1.2071, grad_fn=<MeanBackward1>) 45900
tensor(0.7371, grad_fn=<MeanBackward1>) 46000
tensor(2.5408, grad_fn=<MeanBackward1>) 46100
tensor(2.1197, grad_fn=<MeanBackward1>) 46200
tensor(2.2479, grad_fn=<MeanBackward1>) 46300
tensor(1.9979, grad_fn=<MeanBackward1>) 46400
tensor(5.5501, grad_fn=<MeanBackward1>) 46500
tensor(4.6345, grad_fn=<MeanBackward1>) 46600
tensor(1.2414, grad_fn=<MeanBackward1>) 46700
tensor(1.9067, grad_fn=<MeanBackward1>) 46800
tensor(1.4598, grad_fn=<MeanBackward1>) 46900
tensor(1.3425, grad_fn=<MeanBackward1>) 47000
tensor(0.9396, grad_fn=<MeanBackward1>) 47100
tensor(2.0575, grad_fn=<MeanBackward1>) 47200
tensor(2.7586, grad_fn=<MeanBackward1>) 47300
tensor(1.2849, grad_fn=<MeanBackward1>) 47400
tensor(1.1199, grad_fn=<MeanBackward1>) 47500
tensor(1.0436, grad_fn=<MeanBackward1>) 47600
tensor(2.3135, grad_fn=<MeanBackward1>) 47700
tensor(3.0869, grad_fn=<MeanBackward1>) 47800
tensor(1.2305, grad_fn=<MeanBackward1>) 47900
tensor(1.1697, grad_fn=<MeanBackward1>) 48000
tensor(2.1550, grad_fn=<MeanBackward1>) 48100
tensor(7.8453, grad_fn=<MeanBackward1>) 48200
tensor(1.0595, grad_fn=<MeanBackward1>) 48300
tensor(2.1920, grad_fn=<MeanBackward1>) 48400
tensor(2.2325, grad_fn=<MeanBackward1>) 48500
tensor(6.9001, grad_fn=<MeanBackward1>) 48600
tensor(1.6424, grad_fn=<MeanBackward1>) 48700
tensor(1.7944, grad_fn=<MeanBackward1>) 48800
tensor(1.6935, grad_fn=<MeanBackward1>) 48900
tensor(1.0990, grad_fn=<MeanBackward1>) 49000
tensor(2.0366, grad_fn=<MeanBackward1>) 49100
tensor(3.5823, grad_fn=<MeanBackward1>) 49200
tensor(1.3716, grad_fn=<MeanBackward1>) 49300
tensor(1.9950, grad_fn=<MeanBackward1>) 49400
tensor(6.8559, grad_fn=<MeanBackward1>) 49500
tensor(5.6741, grad_fn=<MeanBackward1>) 49600
tensor(1.0952, grad_fn=<MeanBackward1>) 49700
tensor(1.3663, grad_fn=<MeanBackward1>) 49800
tensor(1.8824, grad_fn=<MeanBackward1>) 49900
tensor(2.9904, grad_fn=<MeanBackward1>) 50000
tensor(1.4368, grad_fn=<MeanBackward1>) 50100
tensor(1.9130, grad_fn=<MeanBackward1>) 50200
tensor(2.0352, grad_fn=<MeanBackward1>) 50300
tensor(1.7860, grad_fn=<MeanBackward1>) 50400
tensor(1.7300, grad_fn=<MeanBackward1>) 50500
tensor(1.8877, grad_fn=<MeanBackward1>) 50600
tensor(1.0357, grad_fn=<MeanBackward1>) 50700
tensor(1.7671, grad_fn=<MeanBackward1>) 50800
tensor(1.3157, grad_fn=<MeanBackward1>) 50900
tensor(1.8981, grad_fn=<MeanBackward1>) 51000
tensor(1.5301, grad_fn=<MeanBackward1>) 51100
tensor(3.0055, grad_fn=<MeanBackward1>) 51200
tensor(0.9672, grad_fn=<MeanBackward1>) 51300
tensor(1.1645, grad_fn=<MeanBackward1>) 51400
tensor(4.1898, grad_fn=<MeanBackward1>) 51500
tensor(5.0796, grad_fn=<MeanBackward1>) 51600
tensor(0.9099, grad_fn=<MeanBackward1>) 51700
tensor(1.2238, grad_fn=<MeanBackward1>) 51800
tensor(1.0461, grad_fn=<MeanBackward1>) 51900
tensor(1.6522, grad_fn=<MeanBackward1>) 52000
tensor(1.1235, grad_fn=<MeanBackward1>) 52100
tensor(2.8243, grad_fn=<MeanBackward1>) 52200
tensor(2.2609, grad_fn=<MeanBackward1>) 52300
tensor(1.0855, grad_fn=<MeanBackward1>) 52400
tensor(1.1042, grad_fn=<MeanBackward1>) 52500
tensor(2.4978, grad_fn=<MeanBackward1>) 52600
tensor(0.9881, grad_fn=<MeanBackward1>) 52700
tensor(4.8313, grad_fn=<MeanBackward1>) 52800
tensor(4.8061, grad_fn=<MeanBackward1>) 52900
tensor(1.8154, grad_fn=<MeanBackward1>) 53000
tensor(2.7726, grad_fn=<MeanBackward1>) 53100
tensor(2.3558, grad_fn=<MeanBackward1>) 53200
tensor(1.6223, grad_fn=<MeanBackward1>) 53300
tensor(0.9759, grad_fn=<MeanBackward1>) 53400
tensor(1.1351, grad_fn=<MeanBackward1>) 53500
tensor(0.9951, grad_fn=<MeanBackward1>) 53600
tensor(2.1073, grad_fn=<MeanBackward1>) 53700
tensor(2.1330, grad_fn=<MeanBackward1>) 53800
tensor(3.3570, grad_fn=<MeanBackward1>) 53900
tensor(1.5730, grad_fn=<MeanBackward1>) 54000
tensor(0.9370, grad_fn=<MeanBackward1>) 54100
tensor(2.5819, grad_fn=<MeanBackward1>) 54200
tensor(3.0276, grad_fn=<MeanBackward1>) 54300
tensor(1.2937, grad_fn=<MeanBackward1>) 54400
tensor(5.4714, grad_fn=<MeanBackward1>) 54500
tensor(5.0923, grad_fn=<MeanBackward1>) 54600
tensor(1.9564, grad_fn=<MeanBackward1>) 54700
tensor(2.5983, grad_fn=<MeanBackward1>) 54800
tensor(1.6723, grad_fn=<MeanBackward1>) 54900
tensor(0.9666, grad_fn=<MeanBackward1>) 55000
tensor(1.1604, grad_fn=<MeanBackward1>) 55100
tensor(3.8315, grad_fn=<MeanBackward1>) 55200
tensor(1.2153, grad_fn=<MeanBackward1>) 55300
tensor(1.1936, grad_fn=<MeanBackward1>) 55400
tensor(1.3411, grad_fn=<MeanBackward1>) 55500
tensor(1.6445, grad_fn=<MeanBackward1>) 55600
tensor(1.1738, grad_fn=<MeanBackward1>) 55700
tensor(1.6906, grad_fn=<MeanBackward1>) 55800
tensor(2.2835, grad_fn=<MeanBackward1>) 55900
tensor(2.3903, grad_fn=<MeanBackward1>) 56000
tensor(1.1632, grad_fn=<MeanBackward1>) 56100
tensor(2.6664, grad_fn=<MeanBackward1>) 56200
tensor(3.0393, grad_fn=<MeanBackward1>) 56300
tensor(1.0601, grad_fn=<MeanBackward1>) 56400
tensor(1.7693, grad_fn=<MeanBackward1>) 56500
tensor(2.2241, grad_fn=<MeanBackward1>) 56600
tensor(6.7443, grad_fn=<MeanBackward1>) 56700
tensor(1.3421, grad_fn=<MeanBackward1>) 56800
tensor(3.6818, grad_fn=<MeanBackward1>) 56900
tensor(1.2182, grad_fn=<MeanBackward1>) 57000
tensor(1.3426, grad_fn=<MeanBackward1>) 57100
tensor(2.7126, grad_fn=<MeanBackward1>) 57200
tensor(5.4332, grad_fn=<MeanBackward1>) 57300
tensor(1.9398, grad_fn=<MeanBackward1>) 57400
tensor(1.6375, grad_fn=<MeanBackward1>) 57500
tensor(1.6239, grad_fn=<MeanBackward1>) 57600
tensor(2.3480, grad_fn=<MeanBackward1>) 57700
tensor(1.6324, grad_fn=<MeanBackward1>) 57800
tensor(2.7212, grad_fn=<MeanBackward1>) 57900
tensor(2.7668, grad_fn=<MeanBackward1>) 58000
tensor(2.0408, grad_fn=<MeanBackward1>) 58100
tensor(1.5818, grad_fn=<MeanBackward1>) 58200
tensor(1.4875, grad_fn=<MeanBackward1>) 58300
tensor(0.7862, grad_fn=<MeanBackward1>) 58400
tensor(1.2054, grad_fn=<MeanBackward1>) 58500
tensor(1.8317, grad_fn=<MeanBackward1>) 58600
tensor(1.7832, grad_fn=<MeanBackward1>) 58700
tensor(3.1472, grad_fn=<MeanBackward1>) 58800
tensor(1.8313, grad_fn=<MeanBackward1>) 58900
tensor(1.0087, grad_fn=<MeanBackward1>) 59000
tensor(1.6918, grad_fn=<MeanBackward1>) 59100
tensor(1.1227, grad_fn=<MeanBackward1>) 59200
tensor(1.4582, grad_fn=<MeanBackward1>) 59300
tensor(2.9726, grad_fn=<MeanBackward1>) 59400
tensor(2.6877, grad_fn=<MeanBackward1>) 59500
tensor(1.8758, grad_fn=<MeanBackward1>) 59600
tensor(1.1108, grad_fn=<MeanBackward1>) 59700
tensor(2.0034, grad_fn=<MeanBackward1>) 59800
tensor(1.5038, grad_fn=<MeanBackward1>) 59900
tensor(3.6194, grad_fn=<MeanBackward1>) 60000
tensor(2.2187, grad_fn=<MeanBackward1>) 60100
tensor(3.8697, grad_fn=<MeanBackward1>) 60200
tensor(4.9783, grad_fn=<MeanBackward1>) 60300
tensor(1.4371, grad_fn=<MeanBackward1>) 60400
tensor(1.3530, grad_fn=<MeanBackward1>) 60500
tensor(3.6646, grad_fn=<MeanBackward1>) 60600
tensor(5.0215, grad_fn=<MeanBackward1>) 60700
tensor(6.6174, grad_fn=<MeanBackward1>) 60800
tensor(2.3018, grad_fn=<MeanBackward1>) 60900
tensor(1.1607, grad_fn=<MeanBackward1>) 61000
tensor(1.2467, grad_fn=<MeanBackward1>) 61100
tensor(2.0036, grad_fn=<MeanBackward1>) 61200
tensor(4.7947, grad_fn=<MeanBackward1>) 61300
tensor(2.2357, grad_fn=<MeanBackward1>) 61400
tensor(0.9818, grad_fn=<MeanBackward1>) 61500
tensor(3.6640, grad_fn=<MeanBackward1>) 61600
tensor(1.2486, grad_fn=<MeanBackward1>) 61700
tensor(3.0244, grad_fn=<MeanBackward1>) 61800
tensor(0.7561, grad_fn=<MeanBackward1>) 61900
tensor(1.0478, grad_fn=<MeanBackward1>) 62000
tensor(2.5710, grad_fn=<MeanBackward1>) 62100
tensor(2.3859, grad_fn=<MeanBackward1>) 62200
tensor(1.5458, grad_fn=<MeanBackward1>) 62300
tensor(1.0368, grad_fn=<MeanBackward1>) 62400
tensor(1.6375, grad_fn=<MeanBackward1>) 62500
tensor(2.7363, grad_fn=<MeanBackward1>) 62600
tensor(0.9364, grad_fn=<MeanBackward1>) 62700
tensor(1.5193, grad_fn=<MeanBackward1>) 62800
tensor(1.2737, grad_fn=<MeanBackward1>) 62900
tensor(2.2499, grad_fn=<MeanBackward1>) 63000
tensor(1.9478, grad_fn=<MeanBackward1>) 63100
tensor(1.2084, grad_fn=<MeanBackward1>) 63200
tensor(1.1846, grad_fn=<MeanBackward1>) 63300
tensor(1.5690, grad_fn=<MeanBackward1>) 63400
tensor(4.1918, grad_fn=<MeanBackward1>) 63500
tensor(2.6210, grad_fn=<MeanBackward1>) 63600
tensor(1.3791, grad_fn=<MeanBackward1>) 63700
tensor(1.3802, grad_fn=<MeanBackward1>) 63800
tensor(3.1190, grad_fn=<MeanBackward1>) 63900
tensor(2.1984, grad_fn=<MeanBackward1>) 64000
tensor(1.5327, grad_fn=<MeanBackward1>) 64100
tensor(2.6820, grad_fn=<MeanBackward1>) 64200
tensor(1.8022, grad_fn=<MeanBackward1>) 64300
tensor(0.9367, grad_fn=<MeanBackward1>) 64400
tensor(0.8605, grad_fn=<MeanBackward1>) 64500
tensor(2.9982, grad_fn=<MeanBackward1>) 64600
tensor(1.4161, grad_fn=<MeanBackward1>) 64700
tensor(1.2832, grad_fn=<MeanBackward1>) 64800
tensor(1.0131, grad_fn=<MeanBackward1>) 64900
tensor(1.0764, grad_fn=<MeanBackward1>) 65000
tensor(3.3489, grad_fn=<MeanBackward1>) 65100
tensor(1.3876, grad_fn=<MeanBackward1>) 65200
tensor(1.1535, grad_fn=<MeanBackward1>) 65300
tensor(4.1062, grad_fn=<MeanBackward1>) 65400
tensor(1.4258, grad_fn=<MeanBackward1>) 65500
tensor(12.4999, grad_fn=<MeanBackward1>) 65600
tensor(2.2465, grad_fn=<MeanBackward1>) 65700
tensor(3.4038, grad_fn=<MeanBackward1>) 65800
tensor(1.9434, grad_fn=<MeanBackward1>) 65900
tensor(1.3297, grad_fn=<MeanBackward1>) 66000
tensor(5.3702, grad_fn=<MeanBackward1>) 66100
tensor(1.8796, grad_fn=<MeanBackward1>) 66200
tensor(4.1950, grad_fn=<MeanBackward1>) 66300
tensor(1.1959, grad_fn=<MeanBackward1>) 66400
tensor(2.8359, grad_fn=<MeanBackward1>) 66500
tensor(5.7369, grad_fn=<MeanBackward1>) 66600
tensor(1.2633, grad_fn=<MeanBackward1>) 66700
tensor(2.5298, grad_fn=<MeanBackward1>) 66800
tensor(1.2808, grad_fn=<MeanBackward1>) 66900
tensor(1.6639, grad_fn=<MeanBackward1>) 67000
tensor(4.2920, grad_fn=<MeanBackward1>) 67100
tensor(1.3523, grad_fn=<MeanBackward1>) 67200
tensor(2.9188, grad_fn=<MeanBackward1>) 67300
tensor(0.8147, grad_fn=<MeanBackward1>) 67400
tensor(1.1158, grad_fn=<MeanBackward1>) 67500
tensor(1.3895, grad_fn=<MeanBackward1>) 67600
tensor(1.1109, grad_fn=<MeanBackward1>) 67700
tensor(1.2782, grad_fn=<MeanBackward1>) 67800
tensor(1.9863, grad_fn=<MeanBackward1>) 67900
tensor(2.8981, grad_fn=<MeanBackward1>) 68000
tensor(1.1431, grad_fn=<MeanBackward1>) 68100
tensor(1.5735, grad_fn=<MeanBackward1>) 68200
tensor(1.1814, grad_fn=<MeanBackward1>) 68300
tensor(1.4954, grad_fn=<MeanBackward1>) 68400
tensor(1.3474, grad_fn=<MeanBackward1>) 68500
tensor(3.2843, grad_fn=<MeanBackward1>) 68600
tensor(1.1671, grad_fn=<MeanBackward1>) 68700
tensor(4.2243, grad_fn=<MeanBackward1>) 68800
tensor(4.9387, grad_fn=<MeanBackward1>) 68900
tensor(1.7219, grad_fn=<MeanBackward1>) 69000
tensor(1.2159, grad_fn=<MeanBackward1>) 69100
tensor(7.1876, grad_fn=<MeanBackward1>) 69200
tensor(0.8104, grad_fn=<MeanBackward1>) 69300
tensor(1.3106, grad_fn=<MeanBackward1>) 69400
tensor(3.4215, grad_fn=<MeanBackward1>) 69500
tensor(1.7033, grad_fn=<MeanBackward1>) 69600
tensor(1.9284, grad_fn=<MeanBackward1>) 69700
tensor(9.4108, grad_fn=<MeanBackward1>) 69800
tensor(1.8317, grad_fn=<MeanBackward1>) 69900
tensor(1.2640, grad_fn=<MeanBackward1>) 70000
tensor(6.5914, grad_fn=<MeanBackward1>) 70100
tensor(1.1035, grad_fn=<MeanBackward1>) 70200
tensor(1.3972, grad_fn=<MeanBackward1>) 70300
tensor(2.4776, grad_fn=<MeanBackward1>) 70400
tensor(1.3940, grad_fn=<MeanBackward1>) 70500
tensor(1.5256, grad_fn=<MeanBackward1>) 70600
tensor(2.5261, grad_fn=<MeanBackward1>) 70700
tensor(1.0069, grad_fn=<MeanBackward1>) 70800
tensor(1.1008, grad_fn=<MeanBackward1>) 70900
tensor(1.5059, grad_fn=<MeanBackward1>) 71000
tensor(2.7524, grad_fn=<MeanBackward1>) 71100
tensor(1.6570, grad_fn=<MeanBackward1>) 71200
