Loading miniconda version 22.11.1-1
Sequential(
  (0): Linear(in_features=3, out_features=32, bias=True)
  (1): GELU(approximate='none')
  (2): Linear(in_features=32, out_features=32, bias=True)
  (3): GELU(approximate='none')
  (4): Linear(in_features=32, out_features=32, bias=True)
  (5): GELU(approximate='none')
  (6): Linear(in_features=32, out_features=32, bias=True)
  (7): GELU(approximate='none')
  (8): Linear(in_features=32, out_features=32, bias=True)
  (9): GELU(approximate='none')
  (10): Linear(in_features=32, out_features=32, bias=True)
  (11): GELU(approximate='none')
  (12): Linear(in_features=32, out_features=32, bias=True)
  (13): GELU(approximate='none')
  (14): Linear(in_features=32, out_features=2, bias=True)
)
tensor(2.0018, grad_fn=<MeanBackward1>) 0
tensor(0.8979, grad_fn=<MeanBackward1>) 7500
tensor(0.8736, grad_fn=<MeanBackward1>) 7600
tensor(1.0764, grad_fn=<MeanBackward1>) 7700
tensor(0.6713, grad_fn=<MeanBackward1>) 7800
tensor(2.1985, grad_fn=<MeanBackward1>) 7900
tensor(2.5932, grad_fn=<MeanBackward1>) 8000
tensor(1.0164, grad_fn=<MeanBackward1>) 8100
tensor(0.7891, grad_fn=<MeanBackward1>) 8200
tensor(1.9346, grad_fn=<MeanBackward1>) 8300
tensor(0.8005, grad_fn=<MeanBackward1>) 8400
tensor(1.2190, grad_fn=<MeanBackward1>) 8500
tensor(0.8066, grad_fn=<MeanBackward1>) 8600
tensor(2.6051, grad_fn=<MeanBackward1>) 8700
tensor(1.1728, grad_fn=<MeanBackward1>) 8800
tensor(1.6676, grad_fn=<MeanBackward1>) 8900
tensor(0.7754, grad_fn=<MeanBackward1>) 9000
tensor(2.5672, grad_fn=<MeanBackward1>) 9100
tensor(1.3614, grad_fn=<MeanBackward1>) 9200
tensor(0.7538, grad_fn=<MeanBackward1>) 9300
tensor(1.3656, grad_fn=<MeanBackward1>) 9400
tensor(0.6386, grad_fn=<MeanBackward1>) 9500
tensor(1.0275, grad_fn=<MeanBackward1>) 9600
tensor(1.7043, grad_fn=<MeanBackward1>) 9700
tensor(1.0255, grad_fn=<MeanBackward1>) 9800
tensor(0.7874, grad_fn=<MeanBackward1>) 9900
tensor(1.1759, grad_fn=<MeanBackward1>) 10000
tensor(3.9335, grad_fn=<MeanBackward1>) 10100
tensor(3.0929, grad_fn=<MeanBackward1>) 10200
tensor(0.6683, grad_fn=<MeanBackward1>) 10300
tensor(1.4655, grad_fn=<MeanBackward1>) 10400
tensor(1.0607, grad_fn=<MeanBackward1>) 10500
tensor(2.9500, grad_fn=<MeanBackward1>) 10600
tensor(3.3717, grad_fn=<MeanBackward1>) 10700
tensor(1.4481, grad_fn=<MeanBackward1>) 10800
tensor(0.5207, grad_fn=<MeanBackward1>) 10900
tensor(0.8154, grad_fn=<MeanBackward1>) 11000
tensor(0.7060, grad_fn=<MeanBackward1>) 11100
tensor(1.2540, grad_fn=<MeanBackward1>) 11200
tensor(1.3797, grad_fn=<MeanBackward1>) 11300
tensor(0.8039, grad_fn=<MeanBackward1>) 11400
tensor(0.9360, grad_fn=<MeanBackward1>) 11500
tensor(1.0530, grad_fn=<MeanBackward1>) 11600
tensor(0.7048, grad_fn=<MeanBackward1>) 11700
tensor(0.8089, grad_fn=<MeanBackward1>) 11800
tensor(1.0420, grad_fn=<MeanBackward1>) 11900
tensor(0.6345, grad_fn=<MeanBackward1>) 12000
tensor(1.1132, grad_fn=<MeanBackward1>) 12100
tensor(0.7473, grad_fn=<MeanBackward1>) 12200
tensor(0.6025, grad_fn=<MeanBackward1>) 12300
tensor(1.3857, grad_fn=<MeanBackward1>) 12400
tensor(1.8323, grad_fn=<MeanBackward1>) 12500
tensor(1.5122, grad_fn=<MeanBackward1>) 12600
tensor(0.9786, grad_fn=<MeanBackward1>) 12700
tensor(1.1092, grad_fn=<MeanBackward1>) 12800
tensor(1.1593, grad_fn=<MeanBackward1>) 12900
tensor(1.2476, grad_fn=<MeanBackward1>) 13000
tensor(1.9115, grad_fn=<MeanBackward1>) 13100
tensor(1.2166, grad_fn=<MeanBackward1>) 13200
tensor(1.1081, grad_fn=<MeanBackward1>) 13300
tensor(1.2538, grad_fn=<MeanBackward1>) 13400
tensor(5.2577, grad_fn=<MeanBackward1>) 13500
tensor(1.0447, grad_fn=<MeanBackward1>) 13600
tensor(0.7854, grad_fn=<MeanBackward1>) 13700
tensor(0.6523, grad_fn=<MeanBackward1>) 13800
tensor(0.8001, grad_fn=<MeanBackward1>) 13900
tensor(0.9450, grad_fn=<MeanBackward1>) 14000
tensor(2.0827, grad_fn=<MeanBackward1>) 14100
tensor(3.9236, grad_fn=<MeanBackward1>) 14200
tensor(0.6020, grad_fn=<MeanBackward1>) 14300
tensor(1.4804, grad_fn=<MeanBackward1>) 14400
tensor(0.7149, grad_fn=<MeanBackward1>) 14500
tensor(0.9226, grad_fn=<MeanBackward1>) 14600
tensor(0.5412, grad_fn=<MeanBackward1>) 14700
tensor(0.5093, grad_fn=<MeanBackward1>) 14800
tensor(1.1159, grad_fn=<MeanBackward1>) 14900
tensor(0.9164, grad_fn=<MeanBackward1>) 15000
tensor(1.5182, grad_fn=<MeanBackward1>) 15100
tensor(2.8221, grad_fn=<MeanBackward1>) 15200
tensor(0.6274, grad_fn=<MeanBackward1>) 15300
tensor(2.5966, grad_fn=<MeanBackward1>) 15400
tensor(1.2586, grad_fn=<MeanBackward1>) 15500
tensor(0.8671, grad_fn=<MeanBackward1>) 15600
tensor(0.9567, grad_fn=<MeanBackward1>) 15700
tensor(1.0321, grad_fn=<MeanBackward1>) 15800
tensor(1.2116, grad_fn=<MeanBackward1>) 15900
tensor(1.3742, grad_fn=<MeanBackward1>) 16000
tensor(2.1473, grad_fn=<MeanBackward1>) 16100
tensor(0.6008, grad_fn=<MeanBackward1>) 16200
tensor(0.5232, grad_fn=<MeanBackward1>) 16300
tensor(2.5838, grad_fn=<MeanBackward1>) 16400
tensor(0.9182, grad_fn=<MeanBackward1>) 16500
tensor(1.6281, grad_fn=<MeanBackward1>) 16600
tensor(1.0043, grad_fn=<MeanBackward1>) 16700
tensor(0.8424, grad_fn=<MeanBackward1>) 16800
tensor(1.1941, grad_fn=<MeanBackward1>) 16900
tensor(0.9031, grad_fn=<MeanBackward1>) 17000
tensor(1.2674, grad_fn=<MeanBackward1>) 17100
tensor(1.0806, grad_fn=<MeanBackward1>) 17200
tensor(0.9009, grad_fn=<MeanBackward1>) 17300
tensor(0.9601, grad_fn=<MeanBackward1>) 17400
tensor(0.6259, grad_fn=<MeanBackward1>) 17500
tensor(0.9504, grad_fn=<MeanBackward1>) 17600
tensor(1.8690, grad_fn=<MeanBackward1>) 17700
tensor(0.8373, grad_fn=<MeanBackward1>) 17800
tensor(0.7162, grad_fn=<MeanBackward1>) 17900
tensor(1.2121, grad_fn=<MeanBackward1>) 18000
tensor(2.2806, grad_fn=<MeanBackward1>) 18100
tensor(0.8800, grad_fn=<MeanBackward1>) 18200
tensor(1.6204, grad_fn=<MeanBackward1>) 18300
tensor(0.6639, grad_fn=<MeanBackward1>) 18400
tensor(0.7910, grad_fn=<MeanBackward1>) 18500
tensor(0.8785, grad_fn=<MeanBackward1>) 18600
tensor(0.9847, grad_fn=<MeanBackward1>) 18700
tensor(0.5438, grad_fn=<MeanBackward1>) 18800
tensor(1.0049, grad_fn=<MeanBackward1>) 18900
tensor(2.0850, grad_fn=<MeanBackward1>) 19000
tensor(0.7002, grad_fn=<MeanBackward1>) 19100
tensor(1.1923, grad_fn=<MeanBackward1>) 19200
tensor(0.9758, grad_fn=<MeanBackward1>) 19300
tensor(1.2261, grad_fn=<MeanBackward1>) 19400
tensor(0.8310, grad_fn=<MeanBackward1>) 19500
tensor(3.2212, grad_fn=<MeanBackward1>) 19600
tensor(1.7431, grad_fn=<MeanBackward1>) 19700
tensor(1.8479, grad_fn=<MeanBackward1>) 19800
tensor(4.5694, grad_fn=<MeanBackward1>) 19900
tensor(1.3518, grad_fn=<MeanBackward1>) 20000
tensor(1.0319, grad_fn=<MeanBackward1>) 20100
tensor(0.6985, grad_fn=<MeanBackward1>) 20200
tensor(0.8355, grad_fn=<MeanBackward1>) 20300
tensor(0.5524, grad_fn=<MeanBackward1>) 20400
tensor(0.5052, grad_fn=<MeanBackward1>) 20500
tensor(3.6246, grad_fn=<MeanBackward1>) 20600
tensor(0.5732, grad_fn=<MeanBackward1>) 20700
tensor(0.9870, grad_fn=<MeanBackward1>) 20800
tensor(0.6687, grad_fn=<MeanBackward1>) 20900
tensor(1.0704, grad_fn=<MeanBackward1>) 21000
tensor(1.7844, grad_fn=<MeanBackward1>) 21100
tensor(5.1956, grad_fn=<MeanBackward1>) 21200
tensor(1.1191, grad_fn=<MeanBackward1>) 21300
tensor(1.3054, grad_fn=<MeanBackward1>) 21400
tensor(1.2676, grad_fn=<MeanBackward1>) 21500
tensor(1.1246, grad_fn=<MeanBackward1>) 21600
tensor(0.8728, grad_fn=<MeanBackward1>) 21700
tensor(6.2103, grad_fn=<MeanBackward1>) 21800
tensor(1.6922, grad_fn=<MeanBackward1>) 21900
tensor(7.1241, grad_fn=<MeanBackward1>) 22000
tensor(1.0031, grad_fn=<MeanBackward1>) 22100
tensor(0.5150, grad_fn=<MeanBackward1>) 22200
tensor(0.5314, grad_fn=<MeanBackward1>) 22300
tensor(2.6209, grad_fn=<MeanBackward1>) 22400
tensor(0.7911, grad_fn=<MeanBackward1>) 22500
tensor(1.0653, grad_fn=<MeanBackward1>) 22600
tensor(0.9439, grad_fn=<MeanBackward1>) 22700
tensor(0.6741, grad_fn=<MeanBackward1>) 22800
tensor(1.0877, grad_fn=<MeanBackward1>) 22900
tensor(0.9161, grad_fn=<MeanBackward1>) 23000
tensor(0.7290, grad_fn=<MeanBackward1>) 23100
tensor(1.6813, grad_fn=<MeanBackward1>) 23200
tensor(1.4315, grad_fn=<MeanBackward1>) 23300
tensor(0.7808, grad_fn=<MeanBackward1>) 23400
tensor(1.8220, grad_fn=<MeanBackward1>) 23500
tensor(0.7866, grad_fn=<MeanBackward1>) 23600
tensor(0.6660, grad_fn=<MeanBackward1>) 23700
tensor(1.5088, grad_fn=<MeanBackward1>) 23800
tensor(1.8916, grad_fn=<MeanBackward1>) 23900
tensor(0.8881, grad_fn=<MeanBackward1>) 24000
tensor(0.8671, grad_fn=<MeanBackward1>) 24100
tensor(1.0682, grad_fn=<MeanBackward1>) 24200
tensor(1.1947, grad_fn=<MeanBackward1>) 24300
tensor(1.9530, grad_fn=<MeanBackward1>) 24400
tensor(0.7557, grad_fn=<MeanBackward1>) 24500
tensor(0.9561, grad_fn=<MeanBackward1>) 24600
tensor(1.1549, grad_fn=<MeanBackward1>) 24700
tensor(0.9023, grad_fn=<MeanBackward1>) 24800
tensor(1.0000, grad_fn=<MeanBackward1>) 24900
tensor(1.1412, grad_fn=<MeanBackward1>) 25000
tensor(0.6078, grad_fn=<MeanBackward1>) 25100
tensor(0.9957, grad_fn=<MeanBackward1>) 25200
tensor(1.6644, grad_fn=<MeanBackward1>) 25300
tensor(1.0115, grad_fn=<MeanBackward1>) 25400
tensor(1.4231, grad_fn=<MeanBackward1>) 25500
tensor(1.5087, grad_fn=<MeanBackward1>) 25600
tensor(0.5637, grad_fn=<MeanBackward1>) 25700
tensor(1.2162, grad_fn=<MeanBackward1>) 25800
tensor(7.6179, grad_fn=<MeanBackward1>) 25900
tensor(0.9782, grad_fn=<MeanBackward1>) 26000
tensor(0.8424, grad_fn=<MeanBackward1>) 26100
tensor(1.8844, grad_fn=<MeanBackward1>) 26200
tensor(0.8256, grad_fn=<MeanBackward1>) 26300
tensor(1.9255, grad_fn=<MeanBackward1>) 26400
tensor(0.7484, grad_fn=<MeanBackward1>) 26500
tensor(1.1446, grad_fn=<MeanBackward1>) 26600
tensor(1.0179, grad_fn=<MeanBackward1>) 26700
tensor(1.1379, grad_fn=<MeanBackward1>) 26800
tensor(2.3401, grad_fn=<MeanBackward1>) 26900
tensor(0.8806, grad_fn=<MeanBackward1>) 27000
tensor(1.7115, grad_fn=<MeanBackward1>) 27100
tensor(1.4969, grad_fn=<MeanBackward1>) 27200
tensor(0.9620, grad_fn=<MeanBackward1>) 27300
tensor(1.6493, grad_fn=<MeanBackward1>) 27400
tensor(0.8234, grad_fn=<MeanBackward1>) 27500
tensor(0.9176, grad_fn=<MeanBackward1>) 27600
tensor(0.8278, grad_fn=<MeanBackward1>) 27700
tensor(0.9132, grad_fn=<MeanBackward1>) 27800
tensor(3.2317, grad_fn=<MeanBackward1>) 27900
tensor(0.8028, grad_fn=<MeanBackward1>) 28000
tensor(0.7484, grad_fn=<MeanBackward1>) 28100
tensor(0.7030, grad_fn=<MeanBackward1>) 28200
tensor(0.9723, grad_fn=<MeanBackward1>) 28300
tensor(0.7523, grad_fn=<MeanBackward1>) 28400
tensor(1.8325, grad_fn=<MeanBackward1>) 28500
tensor(1.2337, grad_fn=<MeanBackward1>) 28600
tensor(1.3106, grad_fn=<MeanBackward1>) 28700
tensor(4.1226, grad_fn=<MeanBackward1>) 28800
tensor(0.9393, grad_fn=<MeanBackward1>) 28900
tensor(1.1393, grad_fn=<MeanBackward1>) 29000
tensor(0.5389, grad_fn=<MeanBackward1>) 29100
tensor(1.8325, grad_fn=<MeanBackward1>) 29200
tensor(2.1076, grad_fn=<MeanBackward1>) 29300
tensor(2.4045, grad_fn=<MeanBackward1>) 29400
tensor(0.8212, grad_fn=<MeanBackward1>) 29500
tensor(2.5922, grad_fn=<MeanBackward1>) 29600
tensor(0.8513, grad_fn=<MeanBackward1>) 29700
tensor(2.0086, grad_fn=<MeanBackward1>) 29800
tensor(0.9077, grad_fn=<MeanBackward1>) 29900
tensor(0.9568, grad_fn=<MeanBackward1>) 30000
tensor(0.5113, grad_fn=<MeanBackward1>) 30100
tensor(0.7695, grad_fn=<MeanBackward1>) 30200
tensor(1.4943, grad_fn=<MeanBackward1>) 30300
tensor(2.1961, grad_fn=<MeanBackward1>) 30400
tensor(1.1678, grad_fn=<MeanBackward1>) 30500
tensor(1.0683, grad_fn=<MeanBackward1>) 30600
tensor(0.6195, grad_fn=<MeanBackward1>) 30700
tensor(0.9009, grad_fn=<MeanBackward1>) 30800
tensor(0.7743, grad_fn=<MeanBackward1>) 30900
tensor(0.4886, grad_fn=<MeanBackward1>) 31000
tensor(2.4256, grad_fn=<MeanBackward1>) 31100
tensor(0.7151, grad_fn=<MeanBackward1>) 31200
tensor(0.7092, grad_fn=<MeanBackward1>) 31300
tensor(0.7899, grad_fn=<MeanBackward1>) 31400
tensor(0.9125, grad_fn=<MeanBackward1>) 31500
tensor(2.0416, grad_fn=<MeanBackward1>) 31600
tensor(1.7703, grad_fn=<MeanBackward1>) 31700
tensor(4.7977, grad_fn=<MeanBackward1>) 31800
tensor(0.8383, grad_fn=<MeanBackward1>) 31900
tensor(1.9642, grad_fn=<MeanBackward1>) 32000
tensor(2.0630, grad_fn=<MeanBackward1>) 32100
tensor(0.8100, grad_fn=<MeanBackward1>) 32200
tensor(1.4583, grad_fn=<MeanBackward1>) 32300
tensor(2.0333, grad_fn=<MeanBackward1>) 32400
tensor(1.1666, grad_fn=<MeanBackward1>) 32500
tensor(0.8410, grad_fn=<MeanBackward1>) 32600
tensor(1.3290, grad_fn=<MeanBackward1>) 32700
tensor(0.5820, grad_fn=<MeanBackward1>) 32800
tensor(2.3457, grad_fn=<MeanBackward1>) 32900
tensor(0.9284, grad_fn=<MeanBackward1>) 33000
tensor(0.7786, grad_fn=<MeanBackward1>) 33100
tensor(0.6633, grad_fn=<MeanBackward1>) 33200
tensor(1.1528, grad_fn=<MeanBackward1>) 33300
tensor(1.9587, grad_fn=<MeanBackward1>) 33400
tensor(0.7469, grad_fn=<MeanBackward1>) 33500
tensor(0.7978, grad_fn=<MeanBackward1>) 33600
tensor(0.8528, grad_fn=<MeanBackward1>) 33700
tensor(1.3095, grad_fn=<MeanBackward1>) 33800
tensor(0.7507, grad_fn=<MeanBackward1>) 33900
tensor(2.5327, grad_fn=<MeanBackward1>) 34000
tensor(1.1667, grad_fn=<MeanBackward1>) 34100
tensor(2.9195, grad_fn=<MeanBackward1>) 34200
tensor(0.4402, grad_fn=<MeanBackward1>) 34300
tensor(1.3120, grad_fn=<MeanBackward1>) 34400
tensor(3.4107, grad_fn=<MeanBackward1>) 34500
tensor(0.7794, grad_fn=<MeanBackward1>) 34600
tensor(1.1528, grad_fn=<MeanBackward1>) 34700
tensor(0.7690, grad_fn=<MeanBackward1>) 34800
tensor(0.6308, grad_fn=<MeanBackward1>) 34900
tensor(0.6337, grad_fn=<MeanBackward1>) 35000
tensor(0.7746, grad_fn=<MeanBackward1>) 35100
tensor(0.7803, grad_fn=<MeanBackward1>) 35200
tensor(1.0872, grad_fn=<MeanBackward1>) 35300
tensor(3.0467, grad_fn=<MeanBackward1>) 35400
tensor(0.7847, grad_fn=<MeanBackward1>) 35500
tensor(0.9684, grad_fn=<MeanBackward1>) 35600
tensor(2.8931, grad_fn=<MeanBackward1>) 35700
tensor(0.9642, grad_fn=<MeanBackward1>) 35800
tensor(1.6428, grad_fn=<MeanBackward1>) 35900
tensor(0.7732, grad_fn=<MeanBackward1>) 36000
tensor(0.6406, grad_fn=<MeanBackward1>) 36100
tensor(1.2817, grad_fn=<MeanBackward1>) 36200
tensor(1.0800, grad_fn=<MeanBackward1>) 36300
tensor(0.9163, grad_fn=<MeanBackward1>) 36400
tensor(0.5851, grad_fn=<MeanBackward1>) 36500
tensor(0.7812, grad_fn=<MeanBackward1>) 36600
tensor(1.5708, grad_fn=<MeanBackward1>) 36700
tensor(0.8670, grad_fn=<MeanBackward1>) 36800
tensor(1.0500, grad_fn=<MeanBackward1>) 36900
tensor(1.5021, grad_fn=<MeanBackward1>) 37000
tensor(2.8194, grad_fn=<MeanBackward1>) 37100
tensor(2.1858, grad_fn=<MeanBackward1>) 37200
tensor(0.5639, grad_fn=<MeanBackward1>) 37300
tensor(0.6697, grad_fn=<MeanBackward1>) 37400
tensor(1.7437, grad_fn=<MeanBackward1>) 37500
tensor(3.7321, grad_fn=<MeanBackward1>) 37600
tensor(1.4833, grad_fn=<MeanBackward1>) 37700
tensor(4.1086, grad_fn=<MeanBackward1>) 37800
tensor(1.5330, grad_fn=<MeanBackward1>) 37900
tensor(0.5550, grad_fn=<MeanBackward1>) 38000
tensor(1.9856, grad_fn=<MeanBackward1>) 38100
tensor(1.1025, grad_fn=<MeanBackward1>) 38200
tensor(2.0794, grad_fn=<MeanBackward1>) 38300
tensor(0.8608, grad_fn=<MeanBackward1>) 38400
tensor(1.2138, grad_fn=<MeanBackward1>) 38500
tensor(0.6191, grad_fn=<MeanBackward1>) 38600
tensor(0.7363, grad_fn=<MeanBackward1>) 38700
tensor(1.2955, grad_fn=<MeanBackward1>) 38800
tensor(0.8329, grad_fn=<MeanBackward1>) 38900
tensor(3.0678, grad_fn=<MeanBackward1>) 39000
tensor(2.2946, grad_fn=<MeanBackward1>) 39100
tensor(4.3628, grad_fn=<MeanBackward1>) 39200
tensor(0.8404, grad_fn=<MeanBackward1>) 39300
tensor(1.0068, grad_fn=<MeanBackward1>) 39400
tensor(0.9664, grad_fn=<MeanBackward1>) 39500
tensor(1.0987, grad_fn=<MeanBackward1>) 39600
tensor(0.8976, grad_fn=<MeanBackward1>) 39700
tensor(0.7953, grad_fn=<MeanBackward1>) 39800
tensor(0.5093, grad_fn=<MeanBackward1>) 39900
tensor(0.7072, grad_fn=<MeanBackward1>) 40000
tensor(2.6549, grad_fn=<MeanBackward1>) 40100
tensor(5.2278, grad_fn=<MeanBackward1>) 40200
tensor(1.7376, grad_fn=<MeanBackward1>) 40300
tensor(0.7844, grad_fn=<MeanBackward1>) 40400
tensor(0.6937, grad_fn=<MeanBackward1>) 40500
tensor(1.0311, grad_fn=<MeanBackward1>) 40600
tensor(0.9999, grad_fn=<MeanBackward1>) 40700
tensor(0.5177, grad_fn=<MeanBackward1>) 40800
tensor(0.7445, grad_fn=<MeanBackward1>) 40900
tensor(1.1098, grad_fn=<MeanBackward1>) 41000
tensor(0.9599, grad_fn=<MeanBackward1>) 41100
tensor(1.4735, grad_fn=<MeanBackward1>) 41200
tensor(4.1595, grad_fn=<MeanBackward1>) 41300
tensor(1.2053, grad_fn=<MeanBackward1>) 41400
tensor(0.9738, grad_fn=<MeanBackward1>) 41500
tensor(0.8620, grad_fn=<MeanBackward1>) 41600
tensor(0.9569, grad_fn=<MeanBackward1>) 41700
tensor(2.4986, grad_fn=<MeanBackward1>) 41800
tensor(1.9258, grad_fn=<MeanBackward1>) 41900
tensor(0.6249, grad_fn=<MeanBackward1>) 42000
tensor(0.5746, grad_fn=<MeanBackward1>) 42100
tensor(0.5607, grad_fn=<MeanBackward1>) 42200
tensor(0.5991, grad_fn=<MeanBackward1>) 42300
tensor(4.2705, grad_fn=<MeanBackward1>) 42400
tensor(1.6455, grad_fn=<MeanBackward1>) 42500
tensor(1.3819, grad_fn=<MeanBackward1>) 42600
tensor(1.4904, grad_fn=<MeanBackward1>) 42700
tensor(2.2094, grad_fn=<MeanBackward1>) 42800
tensor(0.9750, grad_fn=<MeanBackward1>) 42900
tensor(0.5273, grad_fn=<MeanBackward1>) 43000
tensor(0.7450, grad_fn=<MeanBackward1>) 43100
tensor(1.0008, grad_fn=<MeanBackward1>) 43200
tensor(2.3397, grad_fn=<MeanBackward1>) 43300
tensor(0.8785, grad_fn=<MeanBackward1>) 43400
tensor(0.6387, grad_fn=<MeanBackward1>) 43500
tensor(0.6642, grad_fn=<MeanBackward1>) 43600
tensor(0.9949, grad_fn=<MeanBackward1>) 43700
tensor(1.9116, grad_fn=<MeanBackward1>) 43800
tensor(0.8117, grad_fn=<MeanBackward1>) 43900
tensor(0.8334, grad_fn=<MeanBackward1>) 44000
tensor(1.1368, grad_fn=<MeanBackward1>) 44100
tensor(0.6064, grad_fn=<MeanBackward1>) 44200
tensor(0.7158, grad_fn=<MeanBackward1>) 44300
tensor(0.7067, grad_fn=<MeanBackward1>) 44400
tensor(0.9666, grad_fn=<MeanBackward1>) 44500
tensor(1.2899, grad_fn=<MeanBackward1>) 44600
tensor(1.2781, grad_fn=<MeanBackward1>) 44700
tensor(10.3888, grad_fn=<MeanBackward1>) 44800
tensor(0.9673, grad_fn=<MeanBackward1>) 44900
tensor(0.8564, grad_fn=<MeanBackward1>) 45000
tensor(0.6223, grad_fn=<MeanBackward1>) 45100
tensor(1.0202, grad_fn=<MeanBackward1>) 45200
tensor(0.7475, grad_fn=<MeanBackward1>) 45300
tensor(1.0230, grad_fn=<MeanBackward1>) 45400
tensor(0.9808, grad_fn=<MeanBackward1>) 45500
tensor(1.3742, grad_fn=<MeanBackward1>) 45600
tensor(0.9873, grad_fn=<MeanBackward1>) 45700
tensor(0.7431, grad_fn=<MeanBackward1>) 45800
tensor(0.8618, grad_fn=<MeanBackward1>) 45900
tensor(1.0378, grad_fn=<MeanBackward1>) 46000
tensor(1.2368, grad_fn=<MeanBackward1>) 46100
tensor(2.6296, grad_fn=<MeanBackward1>) 46200
tensor(1.7086, grad_fn=<MeanBackward1>) 46300
tensor(1.0479, grad_fn=<MeanBackward1>) 46400
tensor(0.9240, grad_fn=<MeanBackward1>) 46500
tensor(0.6938, grad_fn=<MeanBackward1>) 46600
tensor(0.7647, grad_fn=<MeanBackward1>) 46700
tensor(1.0836, grad_fn=<MeanBackward1>) 46800
tensor(1.1430, grad_fn=<MeanBackward1>) 46900
tensor(0.4771, grad_fn=<MeanBackward1>) 47000
tensor(0.6110, grad_fn=<MeanBackward1>) 47100
tensor(0.8150, grad_fn=<MeanBackward1>) 47200
tensor(0.7762, grad_fn=<MeanBackward1>) 47300
tensor(8.6873, grad_fn=<MeanBackward1>) 47400
tensor(0.7785, grad_fn=<MeanBackward1>) 47500
tensor(1.5951, grad_fn=<MeanBackward1>) 47600
tensor(1.8302, grad_fn=<MeanBackward1>) 47700
tensor(1.4414, grad_fn=<MeanBackward1>) 47800
tensor(0.7154, grad_fn=<MeanBackward1>) 47900
tensor(0.7406, grad_fn=<MeanBackward1>) 48000
tensor(1.0652, grad_fn=<MeanBackward1>) 48100
tensor(1.6408, grad_fn=<MeanBackward1>) 48200
tensor(0.6331, grad_fn=<MeanBackward1>) 48300
tensor(1.3805, grad_fn=<MeanBackward1>) 48400
tensor(1.8715, grad_fn=<MeanBackward1>) 48500
tensor(0.7871, grad_fn=<MeanBackward1>) 48600
tensor(1.5172, grad_fn=<MeanBackward1>) 48700
tensor(0.9269, grad_fn=<MeanBackward1>) 48800
tensor(1.4951, grad_fn=<MeanBackward1>) 48900
tensor(0.6404, grad_fn=<MeanBackward1>) 49000
tensor(0.9551, grad_fn=<MeanBackward1>) 49100
tensor(0.6006, grad_fn=<MeanBackward1>) 49200
tensor(1.2635, grad_fn=<MeanBackward1>) 49300
tensor(0.7922, grad_fn=<MeanBackward1>) 49400
tensor(0.4440, grad_fn=<MeanBackward1>) 49500
tensor(0.5476, grad_fn=<MeanBackward1>) 49600
tensor(0.8566, grad_fn=<MeanBackward1>) 49700
tensor(0.9264, grad_fn=<MeanBackward1>) 49800
tensor(2.0491, grad_fn=<MeanBackward1>) 49900
tensor(3.5081, grad_fn=<MeanBackward1>) 50000
tensor(0.6340, grad_fn=<MeanBackward1>) 50100
tensor(1.1707, grad_fn=<MeanBackward1>) 50200
tensor(3.0149, grad_fn=<MeanBackward1>) 50300
tensor(0.8424, grad_fn=<MeanBackward1>) 50400
tensor(2.4289, grad_fn=<MeanBackward1>) 50500
tensor(1.4915, grad_fn=<MeanBackward1>) 50600
tensor(0.8874, grad_fn=<MeanBackward1>) 50700
tensor(0.9589, grad_fn=<MeanBackward1>) 50800
tensor(0.9404, grad_fn=<MeanBackward1>) 50900
tensor(3.5557, grad_fn=<MeanBackward1>) 51000
tensor(1.1870, grad_fn=<MeanBackward1>) 51100
tensor(0.5608, grad_fn=<MeanBackward1>) 51200
tensor(1.0157, grad_fn=<MeanBackward1>) 51300
tensor(2.1539, grad_fn=<MeanBackward1>) 51400
tensor(0.9148, grad_fn=<MeanBackward1>) 51500
tensor(0.7062, grad_fn=<MeanBackward1>) 51600
tensor(0.7162, grad_fn=<MeanBackward1>) 51700
tensor(1.7411, grad_fn=<MeanBackward1>) 51800
tensor(1.6710, grad_fn=<MeanBackward1>) 51900
tensor(0.6883, grad_fn=<MeanBackward1>) 52000
tensor(1.3815, grad_fn=<MeanBackward1>) 52100
tensor(0.6265, grad_fn=<MeanBackward1>) 52200
tensor(0.4561, grad_fn=<MeanBackward1>) 52300
tensor(0.9074, grad_fn=<MeanBackward1>) 52400
tensor(2.2366, grad_fn=<MeanBackward1>) 52500
tensor(0.9883, grad_fn=<MeanBackward1>) 52600
tensor(0.8490, grad_fn=<MeanBackward1>) 52700
tensor(0.9800, grad_fn=<MeanBackward1>) 52800
tensor(0.6814, grad_fn=<MeanBackward1>) 52900
tensor(0.9587, grad_fn=<MeanBackward1>) 53000
tensor(1.1881, grad_fn=<MeanBackward1>) 53100
tensor(0.9681, grad_fn=<MeanBackward1>) 53200
tensor(1.9005, grad_fn=<MeanBackward1>) 53300
tensor(1.0303, grad_fn=<MeanBackward1>) 53400
tensor(1.3811, grad_fn=<MeanBackward1>) 53500
tensor(0.7872, grad_fn=<MeanBackward1>) 53600
tensor(1.0468, grad_fn=<MeanBackward1>) 53700
tensor(0.7850, grad_fn=<MeanBackward1>) 53800
tensor(0.7062, grad_fn=<MeanBackward1>) 53900
tensor(0.6480, grad_fn=<MeanBackward1>) 54000
tensor(0.7101, grad_fn=<MeanBackward1>) 54100
tensor(1.2177, grad_fn=<MeanBackward1>) 54200
tensor(2.1635, grad_fn=<MeanBackward1>) 54300
tensor(0.6590, grad_fn=<MeanBackward1>) 54400
