Loading miniconda version 22.11.1-1
DenoisingModel(
  (fc1): Linear(in_features=3, out_features=32, bias=True)
  (activation1): cosineact()
  (fc2): Linear(in_features=32, out_features=32, bias=True)
  (activation2): GELU(approximate='none')
  (fc3): Linear(in_features=32, out_features=3, bias=True)
  (activation3): GELU(approximate='none')
  (fc4): Linear(in_features=3, out_features=32, bias=True)
  (activation4): GELU(approximate='none')
  (fc5): Linear(in_features=32, out_features=32, bias=True)
  (activation5): GELU(approximate='none')
  (fc6): Linear(in_features=32, out_features=3, bias=True)
  (activation6): GELU(approximate='none')
  (fc7): Linear(in_features=3, out_features=32, bias=True)
  (activation7): GELU(approximate='none')
  (fc8): Linear(in_features=32, out_features=32, bias=True)
  (activation8): GELU(approximate='none')
  (fc9): Linear(in_features=32, out_features=2, bias=True)
)
tensor(204.9421, grad_fn=<AddBackward0>) 0
tensor(280.7342, grad_fn=<AddBackward0>) 34000
tensor(328.2298, grad_fn=<AddBackward0>) 34100
tensor(288.0650, grad_fn=<AddBackward0>) 34200
tensor(603.0922, grad_fn=<AddBackward0>) 34300
tensor(285.3346, grad_fn=<AddBackward0>) 34400
tensor(187.4220, grad_fn=<AddBackward0>) 34500
tensor(290.6567, grad_fn=<AddBackward0>) 34600
tensor(214.5278, grad_fn=<AddBackward0>) 34700
tensor(207.0040, grad_fn=<AddBackward0>) 34800
tensor(264.6060, grad_fn=<AddBackward0>) 34900
tensor(250.5587, grad_fn=<AddBackward0>) 35000
tensor(205.1135, grad_fn=<AddBackward0>) 35100
tensor(277.9115, grad_fn=<AddBackward0>) 35200
tensor(401.6877, grad_fn=<AddBackward0>) 35300
tensor(195.5411, grad_fn=<AddBackward0>) 35400
tensor(141.8904, grad_fn=<AddBackward0>) 35500
tensor(215.0271, grad_fn=<AddBackward0>) 35600
tensor(210.0685, grad_fn=<AddBackward0>) 35700
tensor(283.1498, grad_fn=<AddBackward0>) 35800
tensor(307.3606, grad_fn=<AddBackward0>) 35900
tensor(163.3382, grad_fn=<AddBackward0>) 36000
tensor(177.4302, grad_fn=<AddBackward0>) 36100
tensor(192.2694, grad_fn=<AddBackward0>) 36200
tensor(294.4250, grad_fn=<AddBackward0>) 36300
tensor(225.1281, grad_fn=<AddBackward0>) 36400
tensor(286.2218, grad_fn=<AddBackward0>) 36500
tensor(219.2703, grad_fn=<AddBackward0>) 36600
tensor(248.4278, grad_fn=<AddBackward0>) 36700
tensor(208.6804, grad_fn=<AddBackward0>) 36800
tensor(245.8106, grad_fn=<AddBackward0>) 36900
tensor(232.9414, grad_fn=<AddBackward0>) 37000
tensor(321.9374, grad_fn=<AddBackward0>) 37100
tensor(178.9368, grad_fn=<AddBackward0>) 37200
tensor(215.7363, grad_fn=<AddBackward0>) 37300
tensor(257.2896, grad_fn=<AddBackward0>) 37400
tensor(153.1013, grad_fn=<AddBackward0>) 37500
tensor(360.9709, grad_fn=<AddBackward0>) 37600
tensor(309.0364, grad_fn=<AddBackward0>) 37700
tensor(295.8884, grad_fn=<AddBackward0>) 37800
tensor(303.0080, grad_fn=<AddBackward0>) 37900
tensor(236.9814, grad_fn=<AddBackward0>) 38000
tensor(224.9331, grad_fn=<AddBackward0>) 38100
tensor(177.3636, grad_fn=<AddBackward0>) 38200
tensor(274.7938, grad_fn=<AddBackward0>) 38300
tensor(156.9943, grad_fn=<AddBackward0>) 38400
tensor(243.2989, grad_fn=<AddBackward0>) 38500
tensor(181.3709, grad_fn=<AddBackward0>) 38600
tensor(281.2318, grad_fn=<AddBackward0>) 38700
tensor(200.5609, grad_fn=<AddBackward0>) 38800
tensor(143.9075, grad_fn=<AddBackward0>) 38900
tensor(253.7798, grad_fn=<AddBackward0>) 39000
tensor(293.1252, grad_fn=<AddBackward0>) 39100
tensor(198.2657, grad_fn=<AddBackward0>) 39200
tensor(189.4297, grad_fn=<AddBackward0>) 39300
tensor(174.9422, grad_fn=<AddBackward0>) 39400
tensor(336.4065, grad_fn=<AddBackward0>) 39500
tensor(279.2718, grad_fn=<AddBackward0>) 39600
tensor(440.2701, grad_fn=<AddBackward0>) 39700
tensor(224.7930, grad_fn=<AddBackward0>) 39800
tensor(208.5115, grad_fn=<AddBackward0>) 39900
tensor(292.5336, grad_fn=<AddBackward0>) 40000
tensor(151.5146, grad_fn=<AddBackward0>) 40100
tensor(249.2164, grad_fn=<AddBackward0>) 40200
tensor(380.5654, grad_fn=<AddBackward0>) 40300
tensor(265.2054, grad_fn=<AddBackward0>) 40400
tensor(185.7278, grad_fn=<AddBackward0>) 40500
tensor(208.8332, grad_fn=<AddBackward0>) 40600
tensor(323.8351, grad_fn=<AddBackward0>) 40700
tensor(318.7823, grad_fn=<AddBackward0>) 40800
tensor(353.4854, grad_fn=<AddBackward0>) 40900
tensor(379.0989, grad_fn=<AddBackward0>) 41000
tensor(392.1632, grad_fn=<AddBackward0>) 41100
tensor(195.0966, grad_fn=<AddBackward0>) 41200
tensor(141.5848, grad_fn=<AddBackward0>) 41300
tensor(187.2217, grad_fn=<AddBackward0>) 41400
tensor(264.3455, grad_fn=<AddBackward0>) 41500
tensor(169.5719, grad_fn=<AddBackward0>) 41600
tensor(230.2618, grad_fn=<AddBackward0>) 41700
tensor(252.9558, grad_fn=<AddBackward0>) 41800
tensor(296.2746, grad_fn=<AddBackward0>) 41900
tensor(158.9386, grad_fn=<AddBackward0>) 42000
tensor(160.6840, grad_fn=<AddBackward0>) 42100
tensor(268.0766, grad_fn=<AddBackward0>) 42200
tensor(349.0472, grad_fn=<AddBackward0>) 42300
tensor(193.4414, grad_fn=<AddBackward0>) 42400
tensor(261.2752, grad_fn=<AddBackward0>) 42500
tensor(268.4575, grad_fn=<AddBackward0>) 42600
tensor(189.4091, grad_fn=<AddBackward0>) 42700
tensor(179.8256, grad_fn=<AddBackward0>) 42800
tensor(323.9585, grad_fn=<AddBackward0>) 42900
tensor(228.8131, grad_fn=<AddBackward0>) 43000
tensor(194.2803, grad_fn=<AddBackward0>) 43100
tensor(147.5098, grad_fn=<AddBackward0>) 43200
tensor(286.8416, grad_fn=<AddBackward0>) 43300
tensor(261.8762, grad_fn=<AddBackward0>) 43400
tensor(237.8716, grad_fn=<AddBackward0>) 43500
tensor(326.3251, grad_fn=<AddBackward0>) 43600
tensor(298.0930, grad_fn=<AddBackward0>) 43700
tensor(212.6391, grad_fn=<AddBackward0>) 43800
tensor(254.1549, grad_fn=<AddBackward0>) 43900
tensor(397.7203, grad_fn=<AddBackward0>) 44000
tensor(172.5739, grad_fn=<AddBackward0>) 44100
tensor(222.8148, grad_fn=<AddBackward0>) 44200
tensor(163.3406, grad_fn=<AddBackward0>) 44300
tensor(245.5330, grad_fn=<AddBackward0>) 44400
tensor(532.0388, grad_fn=<AddBackward0>) 44500
tensor(163.6036, grad_fn=<AddBackward0>) 44600
tensor(200.6387, grad_fn=<AddBackward0>) 44700
tensor(249.3401, grad_fn=<AddBackward0>) 44800
tensor(194.8546, grad_fn=<AddBackward0>) 44900
tensor(187.0135, grad_fn=<AddBackward0>) 45000
tensor(294.2293, grad_fn=<AddBackward0>) 45100
tensor(230.9065, grad_fn=<AddBackward0>) 45200
tensor(207.2068, grad_fn=<AddBackward0>) 45300
tensor(260.8513, grad_fn=<AddBackward0>) 45400
tensor(212.6011, grad_fn=<AddBackward0>) 45500
tensor(201.7093, grad_fn=<AddBackward0>) 45600
tensor(131.7317, grad_fn=<AddBackward0>) 45700
tensor(257.8485, grad_fn=<AddBackward0>) 45800
tensor(226.3034, grad_fn=<AddBackward0>) 45900
tensor(221.7981, grad_fn=<AddBackward0>) 46000
tensor(411.5436, grad_fn=<AddBackward0>) 46100
tensor(226.1222, grad_fn=<AddBackward0>) 46200
tensor(188.9659, grad_fn=<AddBackward0>) 46300
tensor(325.9892, grad_fn=<AddBackward0>) 46400
tensor(225.2377, grad_fn=<AddBackward0>) 46500
tensor(179.5215, grad_fn=<AddBackward0>) 46600
tensor(368.7952, grad_fn=<AddBackward0>) 46700
tensor(288.1299, grad_fn=<AddBackward0>) 46800
tensor(330.2331, grad_fn=<AddBackward0>) 46900
tensor(198.1250, grad_fn=<AddBackward0>) 47000
tensor(214.0026, grad_fn=<AddBackward0>) 47100
tensor(253.9299, grad_fn=<AddBackward0>) 47200
tensor(169.7367, grad_fn=<AddBackward0>) 47300
tensor(210.9960, grad_fn=<AddBackward0>) 47400
tensor(230.8301, grad_fn=<AddBackward0>) 47500
tensor(330.5340, grad_fn=<AddBackward0>) 47600
tensor(335.1828, grad_fn=<AddBackward0>) 47700
tensor(263.0505, grad_fn=<AddBackward0>) 47800
tensor(251.0673, grad_fn=<AddBackward0>) 47900
tensor(275.1599, grad_fn=<AddBackward0>) 48000
tensor(266.3186, grad_fn=<AddBackward0>) 48100
tensor(206.2406, grad_fn=<AddBackward0>) 48200
tensor(311.9748, grad_fn=<AddBackward0>) 48300
tensor(243.3151, grad_fn=<AddBackward0>) 48400
tensor(193.6104, grad_fn=<AddBackward0>) 48500
tensor(239.5340, grad_fn=<AddBackward0>) 48600
tensor(453.2236, grad_fn=<AddBackward0>) 48700
tensor(274.1264, grad_fn=<AddBackward0>) 48800
tensor(125.3497, grad_fn=<AddBackward0>) 48900
tensor(185.6711, grad_fn=<AddBackward0>) 49000
tensor(231.7798, grad_fn=<AddBackward0>) 49100
tensor(214.2030, grad_fn=<AddBackward0>) 49200
tensor(313.4456, grad_fn=<AddBackward0>) 49300
tensor(242.2449, grad_fn=<AddBackward0>) 49400
tensor(361.9599, grad_fn=<AddBackward0>) 49500
tensor(250.8638, grad_fn=<AddBackward0>) 49600
tensor(163.3219, grad_fn=<AddBackward0>) 49700
tensor(311.0297, grad_fn=<AddBackward0>) 49800
tensor(238.6134, grad_fn=<AddBackward0>) 49900
tensor(158.6887, grad_fn=<AddBackward0>) 50000
tensor(258.7341, grad_fn=<AddBackward0>) 50100
tensor(203.0703, grad_fn=<AddBackward0>) 50200
tensor(365.9934, grad_fn=<AddBackward0>) 50300
tensor(198.1333, grad_fn=<AddBackward0>) 50400
tensor(203.4830, grad_fn=<AddBackward0>) 50500
tensor(166.3324, grad_fn=<AddBackward0>) 50600
tensor(188.5125, grad_fn=<AddBackward0>) 50700
tensor(219.2832, grad_fn=<AddBackward0>) 50800
tensor(230.5150, grad_fn=<AddBackward0>) 50900
tensor(312.1822, grad_fn=<AddBackward0>) 51000
tensor(220.1959, grad_fn=<AddBackward0>) 51100
tensor(182.2128, grad_fn=<AddBackward0>) 51200
tensor(387.3579, grad_fn=<AddBackward0>) 51300
tensor(174.3881, grad_fn=<AddBackward0>) 51400
tensor(367.7413, grad_fn=<AddBackward0>) 51500
tensor(372.4139, grad_fn=<AddBackward0>) 51600
tensor(258.8475, grad_fn=<AddBackward0>) 51700
tensor(216.6288, grad_fn=<AddBackward0>) 51800
tensor(274.6252, grad_fn=<AddBackward0>) 51900
tensor(213.6832, grad_fn=<AddBackward0>) 52000
tensor(296.8443, grad_fn=<AddBackward0>) 52100
tensor(283.5405, grad_fn=<AddBackward0>) 52200
tensor(169.0816, grad_fn=<AddBackward0>) 52300
tensor(278.0495, grad_fn=<AddBackward0>) 52400
tensor(392.6212, grad_fn=<AddBackward0>) 52500
tensor(342.9712, grad_fn=<AddBackward0>) 52600
tensor(209.8755, grad_fn=<AddBackward0>) 52700
tensor(211.2622, grad_fn=<AddBackward0>) 52800
tensor(208.1071, grad_fn=<AddBackward0>) 52900
tensor(215.3087, grad_fn=<AddBackward0>) 53000
tensor(187.0757, grad_fn=<AddBackward0>) 53100
tensor(234.4511, grad_fn=<AddBackward0>) 53200
tensor(196.1059, grad_fn=<AddBackward0>) 53300
tensor(315.6722, grad_fn=<AddBackward0>) 53400
tensor(379.3396, grad_fn=<AddBackward0>) 53500
tensor(475.9948, grad_fn=<AddBackward0>) 53600
tensor(327.7164, grad_fn=<AddBackward0>) 53700
tensor(254.1166, grad_fn=<AddBackward0>) 53800
tensor(232.1848, grad_fn=<AddBackward0>) 53900
tensor(343.6033, grad_fn=<AddBackward0>) 54000
tensor(269.5296, grad_fn=<AddBackward0>) 54100
tensor(230.4023, grad_fn=<AddBackward0>) 54200
tensor(193.2133, grad_fn=<AddBackward0>) 54300
tensor(434.1047, grad_fn=<AddBackward0>) 54400
tensor(405.0133, grad_fn=<AddBackward0>) 54500
tensor(283.1570, grad_fn=<AddBackward0>) 54600
tensor(207.5874, grad_fn=<AddBackward0>) 54700
tensor(389.5774, grad_fn=<AddBackward0>) 54800
tensor(180.5186, grad_fn=<AddBackward0>) 54900
tensor(149.7612, grad_fn=<AddBackward0>) 55000
tensor(410.6279, grad_fn=<AddBackward0>) 55100
tensor(269.2208, grad_fn=<AddBackward0>) 55200
tensor(177.6550, grad_fn=<AddBackward0>) 55300
tensor(234.9686, grad_fn=<AddBackward0>) 55400
tensor(422.2755, grad_fn=<AddBackward0>) 55500
tensor(242.3391, grad_fn=<AddBackward0>) 55600
tensor(262.8024, grad_fn=<AddBackward0>) 55700
tensor(184.1511, grad_fn=<AddBackward0>) 55800
tensor(267.8373, grad_fn=<AddBackward0>) 55900
tensor(190.9371, grad_fn=<AddBackward0>) 56000
tensor(196.8355, grad_fn=<AddBackward0>) 56100
tensor(175.5826, grad_fn=<AddBackward0>) 56200
tensor(228.0510, grad_fn=<AddBackward0>) 56300
tensor(240.7213, grad_fn=<AddBackward0>) 56400
tensor(403.9006, grad_fn=<AddBackward0>) 56500
tensor(210.0698, grad_fn=<AddBackward0>) 56600
tensor(232.5390, grad_fn=<AddBackward0>) 56700
tensor(162.2551, grad_fn=<AddBackward0>) 56800
tensor(264.2195, grad_fn=<AddBackward0>) 56900
tensor(212.4672, grad_fn=<AddBackward0>) 57000
tensor(221.6954, grad_fn=<AddBackward0>) 57100
tensor(213.7696, grad_fn=<AddBackward0>) 57200
tensor(267.8315, grad_fn=<AddBackward0>) 57300
tensor(384.2264, grad_fn=<AddBackward0>) 57400
tensor(276.6356, grad_fn=<AddBackward0>) 57500
tensor(386.3927, grad_fn=<AddBackward0>) 57600
tensor(329.4493, grad_fn=<AddBackward0>) 57700
tensor(175.7607, grad_fn=<AddBackward0>) 57800
tensor(180.5821, grad_fn=<AddBackward0>) 57900
tensor(292.9944, grad_fn=<AddBackward0>) 58000
tensor(166.9418, grad_fn=<AddBackward0>) 58100
tensor(261.9756, grad_fn=<AddBackward0>) 58200
tensor(211.1374, grad_fn=<AddBackward0>) 58300
tensor(247.9740, grad_fn=<AddBackward0>) 58400
tensor(200.0156, grad_fn=<AddBackward0>) 58500
tensor(203.8586, grad_fn=<AddBackward0>) 58600
tensor(310.7055, grad_fn=<AddBackward0>) 58700
tensor(236.2296, grad_fn=<AddBackward0>) 58800
tensor(260.8269, grad_fn=<AddBackward0>) 58900
tensor(195.1768, grad_fn=<AddBackward0>) 59000
tensor(326.7209, grad_fn=<AddBackward0>) 59100
tensor(105.3376, grad_fn=<AddBackward0>) 59200
tensor(348.0300, grad_fn=<AddBackward0>) 59300
tensor(264.3245, grad_fn=<AddBackward0>) 59400
tensor(369.8125, grad_fn=<AddBackward0>) 59500
tensor(212.4342, grad_fn=<AddBackward0>) 59600
tensor(260.7881, grad_fn=<AddBackward0>) 59700
tensor(185.8370, grad_fn=<AddBackward0>) 59800
tensor(171.3590, grad_fn=<AddBackward0>) 59900
tensor(336.9619, grad_fn=<AddBackward0>) 60000
tensor(360.5544, grad_fn=<AddBackward0>) 60100
tensor(306.6302, grad_fn=<AddBackward0>) 60200
tensor(332.3412, grad_fn=<AddBackward0>) 60300
tensor(258.0422, grad_fn=<AddBackward0>) 60400
tensor(208.6638, grad_fn=<AddBackward0>) 60500
tensor(299.0560, grad_fn=<AddBackward0>) 60600
tensor(174.4667, grad_fn=<AddBackward0>) 60700
tensor(195.1453, grad_fn=<AddBackward0>) 60800
tensor(184.7489, grad_fn=<AddBackward0>) 60900
tensor(389.4019, grad_fn=<AddBackward0>) 61000
tensor(286.6678, grad_fn=<AddBackward0>) 61100
tensor(346.8765, grad_fn=<AddBackward0>) 61200
tensor(195.9845, grad_fn=<AddBackward0>) 61300
tensor(301.8511, grad_fn=<AddBackward0>) 61400
tensor(268.1151, grad_fn=<AddBackward0>) 61500
tensor(220.2590, grad_fn=<AddBackward0>) 61600
tensor(217.7319, grad_fn=<AddBackward0>) 61700
tensor(220.1646, grad_fn=<AddBackward0>) 61800
tensor(314.1237, grad_fn=<AddBackward0>) 61900
tensor(191.7239, grad_fn=<AddBackward0>) 62000
tensor(248.3483, grad_fn=<AddBackward0>) 62100
tensor(294.8949, grad_fn=<AddBackward0>) 62200
tensor(266.8199, grad_fn=<AddBackward0>) 62300
tensor(355.7541, grad_fn=<AddBackward0>) 62400
tensor(231.4230, grad_fn=<AddBackward0>) 62500
tensor(249.3994, grad_fn=<AddBackward0>) 62600
tensor(160.8446, grad_fn=<AddBackward0>) 62700
tensor(178.4376, grad_fn=<AddBackward0>) 62800
tensor(314.1348, grad_fn=<AddBackward0>) 62900
tensor(240.0732, grad_fn=<AddBackward0>) 63000
tensor(225.5195, grad_fn=<AddBackward0>) 63100
tensor(269.3330, grad_fn=<AddBackward0>) 63200
tensor(331.6988, grad_fn=<AddBackward0>) 63300
tensor(174.0355, grad_fn=<AddBackward0>) 63400
tensor(250.7362, grad_fn=<AddBackward0>) 63500
tensor(212.6163, grad_fn=<AddBackward0>) 63600
tensor(164.9263, grad_fn=<AddBackward0>) 63700
tensor(218.4040, grad_fn=<AddBackward0>) 63800
tensor(199.4440, grad_fn=<AddBackward0>) 63900
tensor(184.7449, grad_fn=<AddBackward0>) 64000
tensor(343.4421, grad_fn=<AddBackward0>) 64100
tensor(272.0792, grad_fn=<AddBackward0>) 64200
tensor(233.1459, grad_fn=<AddBackward0>) 64300
tensor(341.9590, grad_fn=<AddBackward0>) 64400
tensor(313.4967, grad_fn=<AddBackward0>) 64500
tensor(273.5426, grad_fn=<AddBackward0>) 64600
tensor(368.4805, grad_fn=<AddBackward0>) 64700
tensor(149.1628, grad_fn=<AddBackward0>) 64800
tensor(228.8916, grad_fn=<AddBackward0>) 64900
tensor(132.1473, grad_fn=<AddBackward0>) 65000
tensor(187.7025, grad_fn=<AddBackward0>) 65100
tensor(187.3814, grad_fn=<AddBackward0>) 65200
tensor(346.2059, grad_fn=<AddBackward0>) 65300
tensor(242.3776, grad_fn=<AddBackward0>) 65400
tensor(263.8130, grad_fn=<AddBackward0>) 65500
tensor(197.9469, grad_fn=<AddBackward0>) 65600
tensor(358.3401, grad_fn=<AddBackward0>) 65700
tensor(143.2928, grad_fn=<AddBackward0>) 65800
tensor(242.5714, grad_fn=<AddBackward0>) 65900
tensor(289.8892, grad_fn=<AddBackward0>) 66000
tensor(320.1351, grad_fn=<AddBackward0>) 66100
tensor(164.7420, grad_fn=<AddBackward0>) 66200
tensor(196.1100, grad_fn=<AddBackward0>) 66300
tensor(346.4260, grad_fn=<AddBackward0>) 66400
tensor(277.7372, grad_fn=<AddBackward0>) 66500
tensor(612.7303, grad_fn=<AddBackward0>) 66600
tensor(252.9620, grad_fn=<AddBackward0>) 66700
tensor(173.1577, grad_fn=<AddBackward0>) 66800
tensor(265.6958, grad_fn=<AddBackward0>) 66900
tensor(172.9518, grad_fn=<AddBackward0>) 67000
tensor(398.2446, grad_fn=<AddBackward0>) 67100
tensor(196.9026, grad_fn=<AddBackward0>) 67200
tensor(216.8671, grad_fn=<AddBackward0>) 67300
tensor(294.8470, grad_fn=<AddBackward0>) 67400
tensor(218.8983, grad_fn=<AddBackward0>) 67500
tensor(121.8223, grad_fn=<AddBackward0>) 67600
tensor(136.6949, grad_fn=<AddBackward0>) 67700
tensor(247.5504, grad_fn=<AddBackward0>) 67800
tensor(232.3055, grad_fn=<AddBackward0>) 67900
tensor(169.0439, grad_fn=<AddBackward0>) 68000
tensor(248.5133, grad_fn=<AddBackward0>) 68100
tensor(376.2926, grad_fn=<AddBackward0>) 68200
tensor(249.3017, grad_fn=<AddBackward0>) 68300
tensor(248.1780, grad_fn=<AddBackward0>) 68400
tensor(220.5846, grad_fn=<AddBackward0>) 68500
tensor(230.8685, grad_fn=<AddBackward0>) 68600
tensor(210.7027, grad_fn=<AddBackward0>) 68700
tensor(338.8364, grad_fn=<AddBackward0>) 68800
tensor(203.2460, grad_fn=<AddBackward0>) 68900
tensor(489.7202, grad_fn=<AddBackward0>) 69000
tensor(164.9812, grad_fn=<AddBackward0>) 69100
tensor(255.2283, grad_fn=<AddBackward0>) 69200
tensor(275.4611, grad_fn=<AddBackward0>) 69300
tensor(232.2898, grad_fn=<AddBackward0>) 69400
tensor(200.8604, grad_fn=<AddBackward0>) 69500
tensor(238.4867, grad_fn=<AddBackward0>) 69600
tensor(227.0207, grad_fn=<AddBackward0>) 69700
tensor(226.9329, grad_fn=<AddBackward0>) 69800
tensor(238.5749, grad_fn=<AddBackward0>) 69900
tensor(195.4248, grad_fn=<AddBackward0>) 70000
tensor(159.2516, grad_fn=<AddBackward0>) 70100
tensor(329.7539, grad_fn=<AddBackward0>) 70200
tensor(201.7555, grad_fn=<AddBackward0>) 70300
tensor(526.7881, grad_fn=<AddBackward0>) 70400
tensor(150.9256, grad_fn=<AddBackward0>) 70500
tensor(208.7288, grad_fn=<AddBackward0>) 70600
tensor(363.2288, grad_fn=<AddBackward0>) 70700
tensor(211.4036, grad_fn=<AddBackward0>) 70800
tensor(162.8994, grad_fn=<AddBackward0>) 70900
tensor(203.3372, grad_fn=<AddBackward0>) 71000
tensor(321.2713, grad_fn=<AddBackward0>) 71100
tensor(144.4244, grad_fn=<AddBackward0>) 71200
tensor(216.4848, grad_fn=<AddBackward0>) 71300
tensor(218.2586, grad_fn=<AddBackward0>) 71400
tensor(244.3802, grad_fn=<AddBackward0>) 71500
tensor(258.2138, grad_fn=<AddBackward0>) 71600
tensor(360.0653, grad_fn=<AddBackward0>) 71700
tensor(331.0160, grad_fn=<AddBackward0>) 71800
tensor(167.5297, grad_fn=<AddBackward0>) 71900
tensor(236.5326, grad_fn=<AddBackward0>) 72000
tensor(308.9102, grad_fn=<AddBackward0>) 72100
tensor(175.5388, grad_fn=<AddBackward0>) 72200
tensor(156.1885, grad_fn=<AddBackward0>) 72300
tensor(179.5844, grad_fn=<AddBackward0>) 72400
tensor(195.5077, grad_fn=<AddBackward0>) 72500
tensor(321.6022, grad_fn=<AddBackward0>) 72600
tensor(366.3138, grad_fn=<AddBackward0>) 72700
tensor(211.0622, grad_fn=<AddBackward0>) 72800
tensor(242.7567, grad_fn=<AddBackward0>) 72900
tensor(139.7970, grad_fn=<AddBackward0>) 73000
tensor(297.8996, grad_fn=<AddBackward0>) 73100
tensor(256.2661, grad_fn=<AddBackward0>) 73200
tensor(325.9340, grad_fn=<AddBackward0>) 73300
tensor(311.4355, grad_fn=<AddBackward0>) 73400
tensor(273.2075, grad_fn=<AddBackward0>) 73500
tensor(149.3910, grad_fn=<AddBackward0>) 73600
tensor(159.2679, grad_fn=<AddBackward0>) 73700
tensor(435.2099, grad_fn=<AddBackward0>) 73800
tensor(193.6466, grad_fn=<AddBackward0>) 73900
tensor(259.5995, grad_fn=<AddBackward0>) 74000
tensor(151.5776, grad_fn=<AddBackward0>) 74100
tensor(357.9655, grad_fn=<AddBackward0>) 74200
tensor(213.7711, grad_fn=<AddBackward0>) 74300
tensor(312.6305, grad_fn=<AddBackward0>) 74400
tensor(195.3933, grad_fn=<AddBackward0>) 74500
tensor(414.7623, grad_fn=<AddBackward0>) 74600
tensor(177.8627, grad_fn=<AddBackward0>) 74700
tensor(297.6501, grad_fn=<AddBackward0>) 74800
tensor(315.5128, grad_fn=<AddBackward0>) 74900
tensor(223.2667, grad_fn=<AddBackward0>) 75000
tensor(326.6922, grad_fn=<AddBackward0>) 75100
tensor(475.7396, grad_fn=<AddBackward0>) 75200
tensor(407.8971, grad_fn=<AddBackward0>) 75300
tensor(334.4091, grad_fn=<AddBackward0>) 75400
tensor(255.1243, grad_fn=<AddBackward0>) 75500
tensor(194.9552, grad_fn=<AddBackward0>) 75600
tensor(305.4580, grad_fn=<AddBackward0>) 75700
tensor(259.8942, grad_fn=<AddBackward0>) 75800
tensor(262.8787, grad_fn=<AddBackward0>) 75900
tensor(302.9735, grad_fn=<AddBackward0>) 76000
tensor(226.5088, grad_fn=<AddBackward0>) 76100
tensor(228.1056, grad_fn=<AddBackward0>) 76200
tensor(299.0436, grad_fn=<AddBackward0>) 76300
tensor(249.9602, grad_fn=<AddBackward0>) 76400
tensor(223.1823, grad_fn=<AddBackward0>) 76500
tensor(158.6935, grad_fn=<AddBackward0>) 76600
tensor(406.5987, grad_fn=<AddBackward0>) 76700
tensor(380.5104, grad_fn=<AddBackward0>) 76800
tensor(237.1344, grad_fn=<AddBackward0>) 76900
tensor(267.5016, grad_fn=<AddBackward0>) 77000
tensor(230.2159, grad_fn=<AddBackward0>) 77100
tensor(283.0250, grad_fn=<AddBackward0>) 77200
tensor(314.1337, grad_fn=<AddBackward0>) 77300
tensor(189.3635, grad_fn=<AddBackward0>) 77400
tensor(186.8911, grad_fn=<AddBackward0>) 77500
tensor(276.4594, grad_fn=<AddBackward0>) 77600
tensor(214.7261, grad_fn=<AddBackward0>) 77700
tensor(303.8226, grad_fn=<AddBackward0>) 77800
tensor(407.2395, grad_fn=<AddBackward0>) 77900
tensor(270.1524, grad_fn=<AddBackward0>) 78000
tensor(250.8786, grad_fn=<AddBackward0>) 78100
tensor(207.6946, grad_fn=<AddBackward0>) 78200
tensor(237.6671, grad_fn=<AddBackward0>) 78300
tensor(305.7222, grad_fn=<AddBackward0>) 78400
tensor(235.2823, grad_fn=<AddBackward0>) 78500
tensor(187.8607, grad_fn=<AddBackward0>) 78600
tensor(147.4372, grad_fn=<AddBackward0>) 78700
tensor(249.8620, grad_fn=<AddBackward0>) 78800
tensor(342.1566, grad_fn=<AddBackward0>) 78900
tensor(153.1390, grad_fn=<AddBackward0>) 79000
tensor(280.5510, grad_fn=<AddBackward0>) 79100
tensor(251.9141, grad_fn=<AddBackward0>) 79200
tensor(313.8538, grad_fn=<AddBackward0>) 79300
tensor(260.3113, grad_fn=<AddBackward0>) 79400
tensor(268.0836, grad_fn=<AddBackward0>) 79500
tensor(353.6683, grad_fn=<AddBackward0>) 79600
tensor(199.6099, grad_fn=<AddBackward0>) 79700
tensor(211.0560, grad_fn=<AddBackward0>) 79800
tensor(232.0873, grad_fn=<AddBackward0>) 79900
tensor(196.0699, grad_fn=<AddBackward0>) 80000
tensor(272.8989, grad_fn=<AddBackward0>) 80100
tensor(214.0238, grad_fn=<AddBackward0>) 80200
tensor(283.6140, grad_fn=<AddBackward0>) 80300
tensor(166.0835, grad_fn=<AddBackward0>) 80400
tensor(195.4166, grad_fn=<AddBackward0>) 80500
tensor(211.8384, grad_fn=<AddBackward0>) 80600
tensor(141.6296, grad_fn=<AddBackward0>) 80700
tensor(224.5930, grad_fn=<AddBackward0>) 80800
tensor(214.0682, grad_fn=<AddBackward0>) 80900
tensor(264.8771, grad_fn=<AddBackward0>) 81000
tensor(290.8292, grad_fn=<AddBackward0>) 81100
tensor(208.0385, grad_fn=<AddBackward0>) 81200
tensor(247.4189, grad_fn=<AddBackward0>) 81300
tensor(205.8192, grad_fn=<AddBackward0>) 81400
tensor(306.3382, grad_fn=<AddBackward0>) 81500
tensor(374.6366, grad_fn=<AddBackward0>) 81600
tensor(339.0203, grad_fn=<AddBackward0>) 81700
tensor(240.9042, grad_fn=<AddBackward0>) 81800
tensor(282.1782, grad_fn=<AddBackward0>) 81900
tensor(221.8422, grad_fn=<AddBackward0>) 82000
tensor(238.3312, grad_fn=<AddBackward0>) 82100
tensor(179.4592, grad_fn=<AddBackward0>) 82200
tensor(178.5793, grad_fn=<AddBackward0>) 82300
